#Motion tracking data recorded with Pytrak 0.2.0
time,sensor,x,y,z,quality
10216,2,124.3459,8.0367,-253.8264,3416.0
10216,3,117.8719,-67.1959,-267.6674,2268.0
10217,1,125.9086,-26.7891,-254.2729,3448.0
10217,2,124.5691,8.0367,-254.0496,3420.0
10217,3,117.8719,-66.9727,-267.6674,2268.0
10218,1,125.9086,-26.7891,-254.2729,3448.0
10218,2,124.5691,7.8135,-254.0496,3428.0
10218,3,117.8719,-66.9727,-267.8906,2268.0
10220,1,125.9086,-26.7891,-254.2729,3452.0
10220,2,124.7924,7.8135,-254.0496,3432.0
10220,3,117.8719,-66.7494,-267.8906,2268.0
10221,1,125.9086,-27.0123,-254.2729,3456.0
10221,2,124.7924,7.5902,-254.0496,3440.0
10221,3,117.8719,-66.7494,-267.8906,2264.0
10222,1,126.1318,-27.0123,-254.2729,3456.0
10222,2,125.0156,7.5902,-254.0496,3444.0
10222,3,117.8719,-66.5262,-267.8906,2264.0
10224,1,126.1318,-27.2355,-254.2729,3460.0
10224,2,125.0156,7.3670,-254.0496,3452.0
10224,3,117.8719,-66.5262,-268.1139,2264.0
10225,1,126.1318,-27.2355,-254.2729,3464.0
10225,2,125.2389,7.3670,-254.0496,3456.0
10225,3,117.8719,-66.5262,-268.1139,2264.0
10227,1,126.1318,-27.4588,-254.2729,3464.0
10227,2,125.2389,7.1437,-254.0496,3464.0
10227,3,117.8719,-66.3029,-268.1139,2264.0
10228,1,126.1318,-27.4588,-254.2729,3468.0
10228,2,125.4621,7.1437,-254.0496,3468.0
10228,3,117.8719,-66.3029,-268.1139,2260.0
10229,1,126.1318,-27.4588,-254.4961,3472.0
10229,2,125.4621,6.9205,-254.0496,3476.0
10229,3,117.8719,-66.0797,-268.3371,2260.0
10231,1,126.3551,-27.6820,-254.4961,3472.0
10231,2,125.4621,6.9205,-254.0496,3480.0
10231,3,117.6486,-66.0797,-268.3371,2260.0
10232,1,126.3551,-27.6820,-254.4961,3476.0
10232,2,125.6854,6.6973,-254.0496,3488.0
10232,3,117.6486,-66.0797,-268.3371,2260.0
10233,1,126.3551,-27.6820,-254.4961,3476.0
10233,2,125.6854,6.6973,-254.0496,3492.0
10233,3,117.6486,-65.8564,-268.3371,2256.0
10235,1,126.3551,-27.9053,-254.4961,3480.0
10235,2,125.6854,6.6973,-254.0496,3496.0
10235,3,117.6486,-65.8564,-268.5604,2256.0
10236,1,126.3551,-27.9053,-254.4961,3484.0
10236,2,125.9086,6.4740,-254.0496,3500.0
10236,3,117.6486,-65.8564,-268.5604,2256.0
10237,1,126.3551,-27.9053,-254.4961,3484.0
10237,2,125.9086,6.4740,-254.2729,3508.0
10237,3,117.6486,-65.6332,-268.5604,2256.0
10239,1,126.3551,-27.9053,-254.4961,3488.0
10239,2,125.9086,6.4740,-254.2729,3512.0
10239,3,117.6486,-65.6332,-268.5604,2252.0
10240,1,126.3551,-28.1285,-254.4961,3488.0
10240,2,125.9086,6.4740,-254.2729,3516.0
10240,3,117.6486,-65.6332,-268.5604,2252.0
10242,1,126.5783,-28.1285,-254.4961,3488.0
10242,2,125.9086,6.2508,-254.2729,3520.0
10242,3,117.6486,-65.4100,-268.5604,2252.0
10246,1,126.5783,-28.1285,-254.4961,3496.0
10246,2,126.1318,6.2508,-254.2729,3532.0
10246,3,117.6486,-65.1867,-268.7836,2248.0
10247,1,126.5783,-28.1285,-254.4961,3496.0
10247,2,126.1318,6.2508,-254.2729,3536.0
10247,3,117.6486,-65.1867,-268.7836,2248.0
10248,1,126.5783,-28.3518,-254.4961,3496.0
10248,2,126.1318,6.2508,-254.2729,3540.0
10248,3,117.4254,-65.1867,-268.7836,2248.0
10250,1,126.5783,-28.3518,-254.4961,3500.0
10250,2,126.1318,6.0275,-254.2729,3544.0
10250,3,117.4254,-64.9635,-268.7836,2244.0
10251,1,126.5783,-28.3518,-254.4961,3500.0
10251,2,126.1318,6.0275,-254.2729,3548.0
10251,3,117.4254,-64.9635,-268.7836,2244.0
10252,1,126.5783,-28.3518,-254.4961,3500.0
10252,2,126.1318,6.0275,-254.2729,3552.0
10252,3,117.4254,-64.9635,-268.7836,2244.0
10254,1,126.5783,-28.3518,-254.4961,3504.0
10254,2,126.1318,6.0275,-254.2729,3556.0
10254,3,117.4254,-64.7402,-268.7836,2244.0
10255,1,126.5783,-28.3518,-254.4961,3504.0
10255,2,126.1318,6.0275,-254.2729,3556.0
10255,3,117.4254,-64.7402,-268.7836,2244.0
10257,1,126.5783,-28.3518,-254.4961,3504.0
10257,2,126.1318,6.0275,-254.2729,3560.0
10257,3,117.4254,-64.7402,-268.7836,2244.0
10258,1,126.5783,-28.3518,-254.4961,3508.0
10258,2,126.1318,6.0275,-254.2729,3564.0
10258,3,117.4254,-64.5170,-268.7836,2240.0
10259,1,126.5783,-28.3518,-254.4961,3508.0
10259,2,126.1318,6.0275,-254.2729,3564.0
10259,3,117.4254,-64.5170,-268.7836,2240.0
10262,1,126.5783,-28.3518,-254.4961,3508.0
10262,2,126.3551,6.0275,-254.2729,3572.0
10262,3,117.4254,-64.2938,-268.7836,2240.0
10263,1,126.5783,-28.3518,-254.4961,3512.0
10263,2,126.3551,6.0275,-254.2729,3572.0
10263,3,117.4254,-64.2938,-268.7836,2240.0
10265,1,126.5783,-28.3518,-254.4961,3512.0
10265,2,126.3551,6.0275,-254.2729,3576.0
10265,3,117.4254,-64.2938,-268.7836,2240.0
10266,1,126.5783,-28.3518,-254.4961,3512.0
10266,2,126.3551,6.0275,-254.2729,3576.0
10266,3,117.4254,-64.2938,-268.5604,2240.0
10267,1,126.5783,-28.3518,-254.4961,3512.0
10267,2,126.3551,6.0275,-254.2729,3580.0
10267,3,117.2021,-64.0705,-268.5604,2240.0
10269,1,126.5783,-28.3518,-254.4961,3516.0
10269,2,126.3551,6.0275,-254.2729,3580.0
10269,3,117.2021,-64.0705,-268.5604,2240.0
10270,1,126.5783,-28.3518,-254.4961,3516.0
10270,2,126.3551,6.0275,-254.2729,3584.0
10270,3,117.2021,-64.0705,-268.5604,2236.0
10273,1,126.5783,-28.3518,-254.4961,3516.0
10273,2,126.3551,6.0275,-254.2729,3584.0
10273,3,117.2021,-63.8473,-268.5604,2236.0
10274,1,126.5783,-28.3518,-254.4961,3516.0
10274,2,126.3551,6.0275,-254.2729,3588.0
10274,3,117.2021,-63.8473,-268.5604,2236.0
10276,1,126.5783,-28.3518,-254.4961,3516.0
10276,2,126.3551,6.0275,-254.2729,3588.0
10276,3,117.2021,-63.8473,-268.5604,2236.0
10277,1,126.5783,-28.3518,-254.4961,3520.0
10277,2,126.3551,6.0275,-254.2729,3592.0
10277,3,117.2021,-63.6240,-268.5604,2236.0
10278,1,126.5783,-28.3518,-254.4961,3520.0
10278,2,126.3551,6.0275,-254.2729,3592.0
10278,3,117.2021,-63.6240,-268.5604,2236.0
10280,1,126.5783,-28.3518,-254.4961,3520.0
10280,2,126.3551,6.0275,-254.2729,3592.0
10280,3,117.2021,-63.6240,-268.5604,2236.0
10281,1,126.5783,-28.3518,-254.4961,3520.0
10281,2,126.3551,6.0275,-254.2729,3592.0
10281,3,117.2021,-63.6240,-268.5604,2236.0
10283,1,126.5783,-28.3518,-254.4961,3520.0
10283,2,126.3551,6.0275,-254.2729,3596.0
10283,3,117.2021,-63.4008,-268.5604,2236.0
10284,1,126.5783,-28.3518,-254.4961,3520.0
10284,2,126.3551,6.0275,-254.2729,3596.0
10284,3,117.2021,-63.4008,-268.5604,2236.0
10285,1,126.5783,-28.3518,-254.4961,3524.0
10285,2,126.3551,6.0275,-254.2729,3596.0
10285,3,117.2021,-63.4008,-268.5604,2232.0
10287,1,126.5783,-28.3518,-254.4961,3524.0
10287,2,126.3551,6.0275,-254.2729,3600.0
10287,3,117.2021,-63.4008,-268.3371,2232.0
10288,1,126.5783,-28.3518,-254.4961,3524.0
10288,2,126.3551,6.0275,-254.2729,3600.0
10288,3,117.2021,-63.4008,-268.3371,2232.0
10289,1,126.5783,-28.3518,-254.4961,3524.0
10289,2,126.3551,6.0275,-254.2729,3600.0
10289,3,117.2021,-63.1775,-268.3371,2232.0
10291,1,126.5783,-28.3518,-254.4961,3524.0
10291,2,126.3551,6.0275,-254.2729,3600.0
10291,3,117.2021,-63.1775,-268.3371,2232.0
10292,1,126.5783,-28.3518,-254.4961,3524.0
10292,2,126.3551,6.0275,-254.2729,3600.0
10292,3,117.2021,-63.1775,-268.3371,2232.0
10293,1,126.5783,-28.3518,-254.4961,3528.0
10293,2,126.3551,6.0275,-254.2729,3604.0
10293,3,117.2021,-63.1775,-268.3371,2232.0
10295,1,126.5783,-28.3518,-254.4961,3528.0
10295,2,126.3551,6.0275,-254.2729,3604.0
10295,3,117.2021,-63.1775,-268.3371,2232.0
10296,1,126.5783,-28.3518,-254.4961,3528.0
10296,2,126.3551,5.8043,-254.2729,3604.0
10296,3,117.2021,-62.9543,-268.3371,2232.0
10298,1,126.5783,-28.5750,-254.4961,3528.0
10298,2,126.3551,5.8043,-254.2729,3604.0
10298,3,117.2021,-62.9543,-268.3371,2232.0
10299,1,126.5783,-28.5750,-254.4961,3528.0
10299,2,126.3551,5.8043,-254.2729,3604.0
10299,3,117.2021,-62.9543,-268.3371,2232.0
10300,1,126.5783,-28.5750,-254.4961,3532.0
10300,2,126.3551,5.8043,-254.2729,3604.0
10300,3,117.2021,-62.9543,-268.3371,2232.0
10302,1,126.5783,-28.5750,-254.4961,3532.0
10302,2,126.3551,5.8043,-254.2729,3608.0
10302,3,117.2021,-62.9543,-268.3371,2232.0
10303,1,126.5783,-28.5750,-254.4961,3532.0
10303,2,126.3551,5.8043,-254.2729,3608.0
10303,3,117.2021,-62.7311,-268.3371,2232.0
10304,1,126.5783,-28.5750,-254.4961,3532.0
10304,2,126.3551,5.8043,-254.2729,3608.0
10304,3,117.2021,-62.7311,-268.3371,2232.0
10306,1,126.5783,-28.5750,-254.4961,3532.0
10306,2,126.3551,5.8043,-254.2729,3608.0
10306,3,117.2021,-62.7311,-268.3371,2232.0
10307,1,126.5783,-28.5750,-254.4961,3532.0
10307,2,126.3551,5.8043,-254.2729,3608.0
10307,3,117.2021,-62.7311,-268.1139,2228.0
10309,1,126.5783,-28.5750,-254.4961,3532.0
10309,2,126.3551,5.8043,-254.2729,3608.0
10309,3,117.2021,-62.7311,-268.1139,2228.0
10310,1,126.5783,-28.5750,-254.4961,3532.0
10310,2,126.3551,5.8043,-254.2729,3608.0
10310,3,117.2021,-62.7311,-268.1139,2228.0
10311,1,126.5783,-28.5750,-254.4961,3536.0
10311,2,126.3551,5.8043,-254.2729,3608.0
10311,3,117.2021,-62.7311,-268.1139,2228.0
10313,1,126.5783,-28.5750,-254.4961,3536.0
10313,2,126.3551,5.8043,-254.2729,3612.0
10313,3,117.2021,-62.5078,-268.1139,2228.0
10314,1,126.5783,-28.5750,-254.4961,3536.0
10314,2,126.3551,5.8043,-254.2729,3612.0
10314,3,117.2021,-62.5078,-268.1139,2228.0
10315,1,126.5783,-28.5750,-254.4961,3536.0
10315,2,126.3551,5.8043,-254.2729,3612.0
10315,3,117.2021,-62.5078,-268.1139,2228.0
10317,1,126.5783,-28.5750,-254.4961,3536.0
10317,2,126.3551,5.8043,-254.2729,3612.0
10317,3,117.2021,-62.5078,-268.1139,2228.0
10318,1,126.5783,-28.5750,-254.4961,3536.0
10318,2,126.3551,5.8043,-254.2729,3612.0
10318,3,117.2021,-62.5078,-268.1139,2228.0
10319,1,126.5783,-28.5750,-254.4961,3536.0
10319,2,126.3551,5.8043,-254.2729,3612.0
10319,3,117.2021,-62.5078,-268.1139,2228.0
10321,1,126.5783,-28.5750,-254.4961,3536.0
10321,2,126.3551,5.8043,-254.2729,3612.0
10321,3,117.2021,-62.2846,-268.1139,2228.0
10322,1,126.5783,-28.5750,-254.4961,3536.0
10322,2,126.3551,5.8043,-254.2729,3612.0
10322,3,117.2021,-62.2846,-268.1139,2228.0
10323,1,126.5783,-28.5750,-254.4961,3536.0
10323,2,126.3551,5.8043,-254.2729,3612.0
10323,3,117.2021,-62.2846,-268.1139,2228.0
10325,1,126.5783,-28.5750,-254.4961,3536.0
10325,2,126.3551,5.8043,-254.2729,3612.0
10325,3,117.2021,-62.2846,-268.1139,2228.0
10326,1,126.5783,-28.5750,-254.4961,3536.0
10326,2,126.3551,5.8043,-254.2729,3612.0
10326,3,117.2021,-62.2846,-268.1139,2228.0
10328,1,126.5783,-28.5750,-254.4961,3536.0
10328,2,126.3551,5.8043,-254.2729,3612.0
10328,3,117.2021,-62.2846,-268.1139,2228.0
10329,1,126.5783,-28.5750,-254.4961,3536.0
10329,2,126.3551,5.8043,-254.2729,3612.0
10329,3,117.2021,-62.0613,-268.1139,2228.0
10330,1,126.5783,-28.5750,-254.4961,3536.0
10330,2,126.3551,5.8043,-254.2729,3612.0
10330,3,117.2021,-62.0613,-268.1139,2228.0
10332,1,126.5783,-28.5750,-254.4961,3536.0
10332,2,126.3551,5.8043,-254.2729,3616.0
10332,3,117.2021,-62.0613,-268.1139,2228.0
10333,1,126.5783,-28.5750,-254.4961,3540.0
10333,2,126.3551,5.8043,-254.2729,3616.0
10333,3,117.2021,-62.0613,-267.8906,2228.0
10334,1,126.5783,-28.5750,-254.4961,3540.0
10334,2,126.3551,5.8043,-254.2729,3616.0
10334,3,117.2021,-62.0613,-267.8906,2228.0
10336,1,126.5783,-28.5750,-254.4961,3540.0
10336,2,126.3551,5.8043,-254.2729,3616.0
10336,3,117.2021,-62.0613,-267.8906,2228.0
10337,1,126.5783,-28.5750,-254.4961,3540.0
10337,2,126.3551,5.8043,-254.2729,3616.0
10337,3,117.2021,-62.0613,-267.8906,2228.0
10338,1,126.5783,-28.5750,-254.4961,3540.0
10338,2,126.3551,5.8043,-254.4961,3616.0
10338,3,117.2021,-61.8381,-267.8906,2228.0
10340,1,126.5783,-28.5750,-254.4961,3536.0
10340,2,126.3551,5.8043,-254.4961,3616.0
10340,3,117.2021,-61.8381,-267.8906,2228.0
10341,1,126.5783,-28.5750,-254.4961,3536.0
10341,2,126.3551,5.8043,-254.4961,3616.0
10341,3,116.9789,-61.8381,-267.8906,2228.0
10343,1,126.5783,-28.5750,-254.4961,3536.0
10343,2,126.3551,5.8043,-254.4961,3616.0
10343,3,116.9789,-61.8381,-267.8906,2228.0
10344,1,126.5783,-28.5750,-254.4961,3536.0
10344,2,126.3551,5.8043,-254.4961,3616.0
10344,3,116.9789,-61.8381,-267.8906,2228.0
10345,1,126.5783,-28.5750,-254.4961,3536.0
10345,2,126.3551,5.8043,-254.4961,3616.0
10345,3,116.9789,-61.8381,-267.8906,2228.0
10347,1,126.5783,-28.5750,-254.4961,3536.0
10347,2,126.3551,5.8043,-254.4961,3612.0
10347,3,116.9789,-61.6148,-267.8906,2228.0
10348,1,126.5783,-28.5750,-254.4961,3536.0
10348,2,126.1318,5.8043,-254.4961,3612.0
10348,3,116.9789,-61.6148,-267.8906,2228.0
10349,1,126.5783,-28.5750,-254.4961,3536.0
10349,2,126.1318,5.8043,-254.4961,3612.0
10349,3,116.9789,-61.6148,-267.8906,2228.0
10351,1,126.5783,-28.5750,-254.4961,3536.0
10351,2,126.1318,5.8043,-254.4961,3612.0
10351,3,116.9789,-61.6148,-267.8906,2228.0
10352,1,126.3551,-28.5750,-254.4961,3536.0
10352,2,126.1318,5.8043,-254.4961,3612.0
10352,3,116.9789,-61.6148,-267.8906,2228.0
10353,1,126.3551,-28.3518,-254.4961,3536.0
10353,2,126.1318,5.8043,-254.4961,3612.0
10353,3,116.9789,-61.6148,-267.8906,2228.0
10355,1,126.3551,-28.3518,-254.4961,3536.0
10355,2,126.1318,6.0275,-254.4961,3612.0
10355,3,116.9789,-61.3916,-267.8906,2228.0
10356,1,126.3551,-28.3518,-254.2729,3536.0
10356,2,126.1318,6.0275,-254.4961,3612.0
10356,3,116.9789,-61.3916,-267.8906,2232.0
10358,1,126.3551,-28.3518,-254.2729,3536.0
10358,2,126.1318,6.0275,-254.4961,3612.0
10358,3,116.9789,-61.3916,-267.8906,2232.0
10359,1,126.3551,-28.3518,-254.2729,3536.0
10359,2,126.1318,6.0275,-254.4961,3612.0
10359,3,116.9789,-61.3916,-267.8906,2232.0
10360,1,126.3551,-28.3518,-254.2729,3536.0
10360,2,126.1318,6.0275,-254.4961,3612.0
10360,3,116.9789,-61.3916,-267.8906,2232.0
10362,1,126.3551,-28.3518,-254.2729,3536.0
10362,2,126.1318,6.0275,-254.4961,3608.0
10362,3,116.9789,-61.1684,-267.8906,2232.0
10363,1,126.3551,-28.3518,-254.2729,3532.0
10363,2,126.1318,6.0275,-254.4961,3608.0
10363,3,116.9789,-61.1684,-267.8906,2232.0
10366,1,126.3551,-28.3518,-254.2729,3532.0
10366,2,126.1318,6.0275,-254.4961,3608.0
10366,3,117.2021,-61.1684,-267.8906,2236.0
10367,1,126.3551,-28.3518,-254.2729,3532.0
10367,2,126.1318,6.0275,-254.4961,3608.0
10367,3,117.2021,-61.1684,-267.8906,2236.0
10368,1,126.3551,-28.1285,-254.2729,3532.0
10368,2,126.1318,6.0275,-254.4961,3608.0
10368,3,117.2021,-60.9451,-267.8906,2236.0
10370,1,126.3551,-28.1285,-254.2729,3532.0
10370,2,126.1318,6.0275,-254.4961,3608.0
10370,3,117.2021,-60.9451,-267.8906,2236.0
10371,1,126.3551,-28.1285,-254.2729,3532.0
10371,2,126.1318,6.2508,-254.4961,3604.0
10371,3,117.2021,-60.9451,-267.8906,2236.0
10373,1,126.3551,-28.1285,-254.2729,3532.0
10373,2,126.1318,6.2508,-254.4961,3604.0
10373,3,117.2021,-60.9451,-267.8906,2236.0
10374,1,126.3551,-28.1285,-254.2729,3532.0
10374,2,126.1318,6.2508,-254.4961,3604.0
10374,3,117.2021,-60.7219,-267.8906,2240.0
10375,1,126.3551,-28.1285,-254.2729,3532.0
10375,2,126.1318,6.2508,-254.4961,3604.0
10375,3,117.2021,-60.7219,-267.8906,2240.0
10377,1,126.3551,-28.1285,-254.2729,3528.0
10377,2,126.1318,6.2508,-254.4961,3604.0
10377,3,117.2021,-60.7219,-267.8906,2240.0
10381,1,126.3551,-28.1285,-254.2729,3528.0
10381,2,126.1318,6.2508,-254.4961,3600.0
10381,3,117.2021,-60.4986,-267.8906,2240.0
10382,1,126.3551,-27.9053,-254.2729,3528.0
10382,2,126.1318,6.2508,-254.4961,3600.0
10382,3,117.2021,-60.4986,-267.8906,2240.0
10384,1,126.3551,-27.9053,-254.2729,3528.0
10384,2,125.9086,6.2508,-254.4961,3600.0
10384,3,117.2021,-60.4986,-267.8906,2244.0
10385,1,126.3551,-27.9053,-254.2729,3528.0
10385,2,125.9086,6.2508,-254.4961,3596.0
10385,3,117.2021,-60.2754,-267.8906,2244.0
10386,1,126.3551,-27.9053,-254.2729,3528.0
10386,2,125.9086,6.2508,-254.4961,3596.0
10386,3,117.2021,-60.2754,-267.8906,2244.0
10388,1,126.3551,-27.9053,-254.2729,3528.0
10388,2,125.9086,6.2508,-254.4961,3596.0
10388,3,117.2021,-60.2754,-267.8906,2244.0
10389,1,126.1318,-27.9053,-254.2729,3524.0
10389,2,125.9086,6.2508,-254.4961,3596.0
10389,3,117.2021,-60.0521,-267.8906,2244.0
10390,1,126.1318,-27.9053,-254.2729,3524.0
10390,2,125.9086,6.2508,-254.4961,3596.0
10390,3,117.2021,-60.0521,-267.8906,2248.0
10392,1,126.1318,-27.9053,-254.2729,3524.0
10392,2,125.9086,6.2508,-254.4961,3592.0
10392,3,117.2021,-60.0521,-268.1139,2248.0
10393,1,126.1318,-27.9053,-254.2729,3524.0
10393,2,125.9086,6.2508,-254.4961,3592.0
10393,3,117.2021,-59.8289,-268.1139,2248.0
10394,1,126.1318,-27.9053,-254.2729,3524.0
10394,2,125.9086,6.2508,-254.4961,3592.0
10394,3,117.2021,-59.8289,-268.1139,2248.0
10396,1,126.1318,-27.9053,-254.2729,3524.0
10396,2,125.9086,6.2508,-254.4961,3592.0
10396,3,117.4254,-59.8289,-268.1139,2252.0
10397,1,126.1318,-27.9053,-254.2729,3524.0
10397,2,125.9086,6.2508,-254.4961,3592.0
10397,3,117.2021,-59.6057,-268.1139,2252.0
10399,1,126.1318,-27.9053,-254.2729,3524.0
10399,2,125.9086,6.2508,-254.4961,3588.0
10399,3,117.2021,-59.6057,-268.1139,2252.0
10400,1,126.1318,-27.9053,-254.2729,3524.0
10400,2,125.9086,6.2508,-254.4961,3588.0
10400,3,117.4254,-59.6057,-268.3371,2256.0
10401,1,126.1318,-27.9053,-254.2729,3524.0
10401,2,125.9086,6.2508,-254.4961,3588.0
10401,3,117.2021,-59.3824,-268.3371,2256.0
10403,1,126.1318,-27.9053,-254.2729,3524.0
10403,2,125.9086,6.2508,-254.4961,3588.0
10403,3,117.2021,-59.3824,-268.3371,2260.0
10404,1,126.1318,-27.9053,-254.2729,3520.0
10404,2,125.9086,6.2508,-254.4961,3588.0
10404,3,117.4254,-59.3824,-268.3371,2260.0
10405,1,126.1318,-27.9053,-254.2729,3520.0
10405,2,125.9086,6.2508,-254.4961,3588.0
10405,3,117.2021,-59.1592,-268.3371,2260.0
10407,1,126.1318,-27.9053,-254.2729,3520.0
10407,2,125.9086,6.2508,-254.4961,3588.0
10407,3,117.2021,-59.1592,-268.5604,2264.0
10408,1,126.1318,-27.9053,-254.2729,3520.0
10408,2,125.9086,6.2508,-254.4961,3584.0
10408,3,117.2021,-58.9359,-268.5604,2268.0
10409,1,126.1318,-27.9053,-254.2729,3520.0
10409,2,125.9086,6.2508,-254.4961,3584.0
10409,3,117.2021,-58.9359,-268.5604,2268.0
10411,1,126.1318,-27.9053,-254.2729,3520.0
10411,2,125.9086,6.2508,-254.4961,3584.0
10411,3,117.2021,-58.9359,-268.5604,2268.0
10412,1,126.1318,-28.1285,-254.2729,3520.0
10412,2,125.9086,6.2508,-254.4961,3584.0
10412,3,117.2021,-58.9359,-268.5604,2272.0
10414,1,126.1318,-28.1285,-254.2729,3520.0
10414,2,126.1318,6.2508,-254.4961,3584.0
10414,3,117.2021,-58.9359,-268.7836,2272.0
10415,1,126.1318,-28.1285,-254.2729,3524.0
10415,2,126.1318,6.0275,-254.4961,3588.0
10415,3,117.2021,-58.7127,-268.7836,2276.0
10416,1,126.1318,-28.3518,-254.2729,3524.0
10416,2,126.1318,6.0275,-254.7193,3588.0
10416,3,117.2021,-58.7127,-268.7836,2276.0
10418,1,126.1318,-28.3518,-254.2729,3524.0
10418,2,126.1318,6.0275,-254.7193,3588.0
10418,3,117.2021,-58.7127,-269.0068,2280.0
10419,1,126.1318,-28.7982,-254.2729,3532.0
10419,2,126.1318,5.8043,-254.7193,3592.0
10419,3,117.2021,-58.4895,-269.2301,2280.0
10420,1,126.3551,-29.0215,-254.2729,3536.0
10420,2,126.3551,5.8043,-254.7193,3592.0
10420,3,117.2021,-58.2662,-269.2301,2284.0
10422,1,126.3551,-29.4680,-254.2729,3540.0
10422,2,126.3551,5.5811,-254.7193,3596.0
10422,3,117.2021,-58.2662,-269.4533,2288.0
10423,1,126.3551,-29.9145,-254.2729,3548.0
10423,2,126.5783,5.5811,-254.7193,3596.0
10423,3,117.2021,-58.0430,-269.4533,2288.0
10424,1,126.5783,-30.1377,-254.4961,3552.0
10424,2,126.5783,5.3578,-254.7193,3600.0
10424,3,117.2021,-57.8197,-269.4533,2292.0
10426,1,126.5783,-30.5842,-254.2729,3556.0
10426,2,126.8016,5.1346,-254.7193,3604.0
10426,3,117.2021,-57.8197,-269.6766,2292.0
10427,1,126.8016,-31.0307,-254.2729,3564.0
10427,2,126.8016,4.9113,-254.7193,3608.0
10427,3,117.2021,-57.8197,-269.6766,2292.0
10429,1,126.8016,-31.4771,-254.4961,3568.0
10429,2,127.0248,4.9113,-254.7193,3616.0
10429,3,117.2021,-57.5965,-269.6766,2296.0
10430,1,127.0248,-31.9236,-254.4961,3576.0
10430,2,127.0248,4.6881,-254.7193,3620.0
10430,3,117.2021,-57.3732,-269.8998,2296.0
10433,1,127.2480,-32.8166,-254.4961,3588.0
10433,2,127.4713,4.2416,-254.9426,3632.0
10433,3,117.2021,-57.1500,-270.1230,2300.0
10434,1,127.4713,-33.4863,-254.4961,3596.0
10434,2,127.6945,4.0184,-254.9426,3636.0
10434,3,117.2021,-57.1500,-270.1230,2304.0
10435,1,127.6945,-34.1561,-254.4961,3608.0
10435,2,127.9178,3.5719,-254.9426,3644.0
10435,3,117.2021,-56.9268,-270.1230,2304.0
10437,1,127.9178,-34.8258,-254.7193,3616.0
10437,2,127.9178,3.3486,-254.9426,3648.0
10437,3,117.2021,-56.7035,-270.3463,2308.0
10438,1,128.1410,-35.7188,-254.7193,3624.0
10438,2,128.1410,3.1254,-254.9426,3656.0
10438,3,117.2021,-56.7035,-270.3463,2312.0
10439,1,128.1410,-36.3885,-254.7193,3632.0
10439,2,128.3643,2.9021,-254.9426,3660.0
10439,3,117.2021,-56.4803,-270.3463,2312.0
10441,1,128.3643,-37.0582,-254.9426,3640.0
10441,2,128.5875,2.6789,-255.1658,3668.0
10441,3,117.2021,-56.4803,-270.3463,2316.0
10442,1,128.5875,-37.7279,-254.9426,3648.0
10442,2,128.8107,2.4557,-255.1658,3676.0
10442,3,117.4254,-56.2570,-270.5695,2320.0
10444,1,128.8107,-38.3977,-254.9426,3656.0
10444,2,128.8107,2.2324,-255.1658,3680.0
10444,3,117.4254,-56.2570,-270.5695,2320.0
10448,1,129.0340,-40.8533,-255.1658,3680.0
10448,2,129.4805,1.5627,-255.1658,3704.0
10448,3,117.4254,-55.8105,-270.7928,2328.0
10449,1,129.0340,-41.5230,-255.1658,3684.0
10449,2,129.7037,1.3395,-255.3891,3712.0
10449,3,117.4254,-55.5873,-270.7928,2332.0
10450,1,129.2572,-41.9695,-255.3891,3688.0
10450,2,129.9270,1.1162,-255.3891,3720.0
10450,3,117.4254,-55.5873,-271.0160,2336.0
10452,1,129.2572,-42.4160,-255.3891,3688.0
10452,2,130.1502,0.8930,-255.3891,3728.0
10452,3,117.4254,-55.3641,-271.0160,2336.0
10453,1,129.2572,-43.0857,-255.3891,3696.0
10453,2,130.1502,0.6697,-255.3891,3736.0
10453,3,117.4254,-55.3641,-271.0160,2340.0
10454,1,129.4805,-43.3090,-255.3891,3696.0
10454,2,130.5967,0.4465,-255.3891,3744.0
10454,3,117.4254,-55.1408,-271.0160,2344.0
10456,1,129.4805,-43.5322,-255.3891,3696.0
10456,2,130.8199,0.2232,-255.3891,3756.0
10456,3,117.4254,-55.1408,-271.2393,2344.0
10457,1,129.4805,-43.7555,-255.3891,3704.0
10457,2,130.8199,0.0000,-255.3891,3764.0
10457,3,117.4254,-55.1408,-271.2393,2348.0
10459,1,129.4805,-43.7555,-255.3891,3700.0
10459,2,131.2664,-0.4465,-255.3891,3772.0
10459,3,117.4254,-54.9176,-271.2393,2348.0
10461,1,129.2572,-43.5322,-255.3891,3704.0
10461,2,131.7129,-0.8930,-255.6123,3796.0
10461,3,117.4254,-54.6943,-271.2393,2352.0
10463,1,129.2572,-43.5322,-255.3891,3708.0
10463,2,131.9361,-1.1162,-255.6123,3808.0
10463,3,117.4254,-54.6943,-271.4625,2356.0
10464,1,129.2572,-43.5322,-255.3891,3708.0
10464,2,132.1594,-1.5627,-255.6123,3820.0
10464,3,117.4254,-54.6943,-271.4625,2356.0
10465,1,129.2572,-43.5322,-255.3891,3712.0
10465,2,132.3826,-1.7859,-255.6123,3832.0
10465,3,117.4254,-54.4711,-271.4625,2360.0
10467,1,129.2572,-43.5322,-255.3891,3716.0
10467,2,132.6059,-2.2324,-255.6123,3844.0
10467,3,117.4254,-54.4711,-271.4625,2360.0
10468,1,129.2572,-43.5322,-255.3891,3716.0
10468,2,132.8291,-2.4557,-255.6123,3856.0
